trip_id,driver_id,pickup_time,pickup_zone,drop_zone,distance_km,surge_multiplier,fare,drop_time
5455,578,2026-02-26 19:30:00,Indiranagar,Indiranagar,7.13,1.0,157.0,2026-02-26 19:51:00
5456,452,2026-02-26 19:45:00,Koramangala,Koramangala,24.74,1.0,421.0,2026-02-26 20:59:00
5457,584,2026-02-26 20:00:00,Koramangala,Whitefield,5.53,1.2,160.0,2026-02-26 20:16:00
5458,595,2026-02-26 20:15:00,Whitefield,Jayanagar,15.82,1.2,345.0,2026-02-26 21:02:00
5459,194,2026-02-26 20:30:00,MG Road,Indiranagar,17.12,1.0,307.0,2026-02-26 21:21:00
5460,421,2026-02-26 20:45:00,Whitefield,Jayanagar,11.64,1.0,225.0,2026-02-26 21:19:00
5461,527,2026-02-26 21:00:00,Indiranagar,Koramangala,12.93,1.0,244.0,2026-02-26 21:38:00
5462,139,2026-02-26 21:15:00,Jayanagar,Koramangala,22.49,1.0,387.0,2026-02-26 22:22:00
5463,181,2026-02-26 21:30:00,Whitefield,Koramangala,16.84,2.0,605.0,2026-02-26 22:20:00
5464,287,2026-02-26 21:45:00,Koramangala,Jayanagar,13.43,1.5,377.0,2026-02-26 22:25:00
5465,184,2026-02-26 22:00:00,MG Road,Indiranagar,4.95,1.0,124.0,2026-02-26 22:14:00
5466,188,2026-02-26 22:15:00,Indiranagar,Indiranagar,2.17,1.0,83.0,2026-02-26 22:21:00
5467,342,2026-02-26 22:30:00,Koramangala,Whitefield,4.87,1.0,123.0,2026-02-26 22:44:00
5468,442,2026-02-26 22:45:00,Jayanagar,Jayanagar,23.99,1.0,410.0,2026-02-26 23:56:00
5469,193,2026-02-26 23:00:00,MG Road,Whitefield,19.57,1.5,515.0,2026-02-26 23:58:00
5470,186,2026-02-26 23:15:00,Jayanagar,Whitefield,24.24,1.2,496.0,2026-02-27 00:27:00
5471,144,2026-02-26 23:30:00,Jayanagar,Whitefield,2.82,1.0,92.0,2026-02-26 23:38:00
5472,237,2026-02-26 23:45:00,MG Road,Whitefield,17.65,1.0,315.0,2026-02-27 00:37:00
5473,521,2026-02-27 00:00:00,MG Road,Koramangala,3.02,1.2,114.0,2026-02-27 00:09:00
5474,174,2026-02-27 00:15:00,Jayanagar,Whitefield,19.99,1.0,350.0,2026-02-27 01:14:00
5475,136,2026-02-27 00:30:00,Indiranagar,Indiranagar,10.76,1.2,254.0,2026-02-27 01:02:00
5476,201,2026-02-27 00:45:00,MG Road,Whitefield,4.2,1.0,113.0,2026-02-27 00:57:00
5477,576,2026-02-27 01:00:00,Koramangala,Koramangala,15.07,1.0,276.0,2026-02-27 01:45:00
5478,256,2026-02-27 01:15:00,Whitefield,MG Road,8.44,1.2,212.0,2026-02-27 01:40:00
5479,526,2026-02-27 01:30:00,Indiranagar,MG Road,17.17,1.0,308.0,2026-02-27 02:21:00
5480,355,2026-02-27 01:45:00,MG Road,MG Road,17.14,1.0,307.0,2026-02-27 02:36:00
5481,271,2026-02-27 02:00:00,MG Road,Jayanagar,18.22,1.0,323.0,2026-02-27 02:54:00
5482,569,2026-02-27 02:15:00,Indiranagar,Indiranagar,24.83,1.0,422.0,2026-02-27 03:29:00
5483,316,2026-02-27 02:30:00,Whitefield,Koramangala,10.89,1.2,256.0,2026-02-27 03:02:00
5484,270,2026-02-27 02:45:00,Jayanagar,MG Road,12.7,1.0,240.0,2026-02-27 03:23:00
5485,352,2026-02-27 03:00:00,Koramangala,Koramangala,20.51,1.2,429.0,2026-02-27 04:01:00
5486,460,2026-02-27 03:15:00,MG Road,Koramangala,15.3,1.0,280.0,2026-02-27 04:00:00
5487,422,2026-02-27 03:30:00,Whitefield,Jayanagar,2.86,1.0,93.0,2026-02-27 03:38:00
5488,155,2026-02-27 03:45:00,Koramangala,MG Road,21.39,1.2,445.0,2026-02-27 04:49:00
5489,556,2026-02-27 04:00:00,Indiranagar,Whitefield,3.18,1.2,117.0,2026-02-27 04:09:00
5490,532,2026-02-27 04:15:00,MG Road,Koramangala,5.93,1.0,139.0,2026-02-27 04:32:00
5491,191,2026-02-27 04:30:00,Jayanagar,MG Road,4.35,1.0,115.0,2026-02-27 04:43:00
5492,378,2026-02-27 04:45:00,Indiranagar,Koramangala,3.79,1.0,107.0,2026-02-27 04:56:00
5493,201,2026-02-27 05:00:00,MG Road,Jayanagar,2.59,1.5,133.0,2026-02-27 05:07:00
5494,255,2026-02-27 05:15:00,Whitefield,Jayanagar,3.27,1.0,99.0,2026-02-27 05:24:00
5495,477,2026-02-27 05:30:00,Koramangala,Whitefield,12.18,1.0,233.0,2026-02-27 06:06:00
5496,449,2026-02-27 05:45:00,Koramangala,Jayanagar,7.82,1.0,167.0,2026-02-27 06:08:00
5497,551,2026-02-27 06:00:00,MG Road,MG Road,4.91,1.0,124.0,2026-02-27 06:14:00
5498,464,2026-02-27 06:15:00,Indiranagar,Jayanagar,17.15,1.2,369.0,2026-02-27 07:06:00
5499,241,2026-02-27 06:30:00,Jayanagar,Whitefield,7.2,1.0,158.0,2026-02-27 06:51:00
5500,273,2026-02-27 06:45:00,Whitefield,Indiranagar,2.44,1.0,87.0,2026-02-27 06:52:00
5501,110,2026-02-27 07:00:00,MG Road,Koramangala,11.62,1.0,224.0,2026-02-27 07:34:00
5502,328,2026-02-27 07:15:00,Whitefield,Koramangala,9.14,1.0,187.0,2026-02-27 07:42:00
5503,365,2026-02-27 07:30:00,Koramangala,MG Road,9.33,1.0,190.0,2026-02-27 07:57:00
5504,538,2026-02-27 07:45:00,Jayanagar,Whitefield,12.24,1.0,234.0,2026-02-27 08:21:00
5505,348,2026-02-27 08:00:00,Whitefield,Whitefield,17.39,1.0,311.0,2026-02-27 08:52:00
5506,347,2026-02-27 08:15:00,MG Road,Whitefield,16.18,1.2,351.0,2026-02-27 09:03:00
5507,255,2026-02-27 08:30:00,Jayanagar,Koramangala,23.56,1.2,484.0,2026-02-27 09:40:00
5508,134,2026-02-27 08:45:00,Indiranagar,Jayanagar,13.91,1.0,259.0,2026-02-27 09:26:00
5509,599,2026-02-27 09:00:00,MG Road,Koramangala,12.87,1.0,243.0,2026-02-27 09:38:00
5510,229,2026-02-27 09:15:00,Whitefield,Koramangala,6.91,1.0,154.0,2026-02-27 09:35:00
5511,260,2026-02-27 09:30:00,Jayanagar,Koramangala,19.37,1.0,341.0,2026-02-27 10:28:00
5512,189,2026-02-27 09:45:00,MG Road,Jayanagar,5.24,1.5,193.0,2026-02-27 10:00:00
5513,193,2026-02-27 10:00:00,Jayanagar,Indiranagar,13.3,2.0,499.0,2026-02-27 10:39:00
5514,427,2026-02-27 10:15:00,Jayanagar,MG Road,11.69,1.2,270.0,2026-02-27 10:50:00
5515,341,2026-02-27 10:30:00,Jayanagar,Indiranagar,17.14,1.0,307.0,2026-02-27 11:21:00
5516,423,2026-02-27 10:45:00,Whitefield,Indiranagar,23.11,1.2,476.0,2026-02-27 11:54:00
5517,568,2026-02-27 11:00:00,MG Road,Koramangala,23.77,1.0,407.0,2026-02-27 12:11:00
5518,504,2026-02-27 11:15:00,Koramangala,Indiranagar,5.86,1.2,165.0,2026-02-27 11:32:00
5519,217,2026-02-27 11:30:00,Koramangala,Koramangala,8.02,1.0,170.0,2026-02-27 11:54:00
5520,194,2026-02-27 11:45:00,Whitefield,Koramangala,20.67,1.0,360.0,2026-02-27 12:47:00
5521,263,2026-02-27 12:00:00,Whitefield,MG Road,13.92,1.0,259.0,2026-02-27 12:41:00
5522,199,2026-02-27 12:15:00,Jayanagar,Whitefield,12.42,1.0,236.0,2026-02-27 12:52:00
5523,213,2026-02-27 12:30:00,MG Road,Koramangala,18.34,1.2,390.0,2026-02-27 13:25:00
5524,459,2026-02-27 12:45:00,MG Road,Indiranagar,15.84,1.2,345.0,2026-02-27 13:32:00
5525,191,2026-02-27 13:00:00,Indiranagar,MG Road,24.33,1.5,622.0,2026-02-27 14:12:00
5526,446,2026-02-27 13:15:00,Indiranagar,Indiranagar,15.43,2.0,563.0,2026-02-27 14:01:00
5527,306,2026-02-27 13:30:00,Koramangala,Whitefield,12.72,1.0,241.0,2026-02-27 14:08:00
5528,117,2026-02-27 13:45:00,Indiranagar,Jayanagar,14.48,1.0,267.0,2026-02-27 14:28:00
5529,374,2026-02-27 14:00:00,Indiranagar,Whitefield,20.6,1.0,359.0,2026-02-27 15:01:00
5530,273,2026-02-27 14:15:00,Koramangala,MG Road,16.09,1.5,437.0,2026-02-27 15:03:00
5531,216,2026-02-27 14:30:00,Koramangala,Whitefield,16.88,1.0,303.0,2026-02-27 15:20:00
5532,449,2026-02-27 14:45:00,Indiranagar,Whitefield,24.34,1.0,415.0,2026-02-27 15:58:00
5533,568,2026-02-27 15:00:00,MG Road,MG Road,16.22,1.0,293.0,2026-02-27 15:48:00
5534,281,2026-02-27 15:15:00,Indiranagar,MG Road,10.75,2.0,422.0,2026-02-27 15:47:00
5535,191,2026-02-27 15:30:00,Jayanagar,Indiranagar,17.9,1.5,478.0,2026-02-27 16:23:00
5536,182,2026-02-27 15:45:00,Jayanagar,Koramangala,17.17,1.0,308.0,2026-02-27 16:36:00
5537,424,2026-02-27 16:00:00,Jayanagar,Jayanagar,2.32,1.5,127.0,2026-02-27 16:06:00
5538,549,2026-02-27 16:15:00,Whitefield,Jayanagar,12.75,1.0,241.0,2026-02-27 16:53:00
5539,214,2026-02-27 16:30:00,Jayanagar,Jayanagar,19.09,1.0,336.0,2026-02-27 17:27:00
5540,357,2026-02-27 16:45:00,MG Road,Whitefield,13.48,1.2,303.0,2026-02-27 17:25:00
5541,158,2026-02-27 17:00:00,Whitefield,MG Road,19.93,1.0,349.0,2026-02-27 17:59:00
5542,254,2026-02-27 17:15:00,Whitefield,MG Road,12.37,1.0,236.0,2026-02-27 17:52:00
5543,465,2026-02-27 17:30:00,Jayanagar,MG Road,24.62,1.5,629.0,2026-02-27 18:43:00
5544,504,2026-02-27 17:45:00,Indiranagar,Koramangala,8.74,1.2,217.0,2026-02-27 18:11:00
5545,216,2026-02-27 18:00:00,Koramangala,MG Road,4.12,2.0,224.0,2026-02-27 18:12:00
5546,443,2026-02-27 18:15:00,Indiranagar,MG Road,11.89,1.0,228.0,2026-02-27 18:50:00
5547,366,2026-02-27 18:30:00,Indiranagar,Whitefield,14.46,1.0,267.0,2026-02-27 19:13:00
5548,415,2026-02-27 18:45:00,Whitefield,Indiranagar,10.03,1.0,200.0,2026-02-27 19:15:00
5549,303,2026-02-27 19:00:00,Whitefield,Jayanagar,7.57,1.5,245.0,2026-02-27 19:22:00
5550,141,2026-02-27 19:15:00,Whitefield,Whitefield,17.46,1.0,312.0,2026-02-27 20:07:00
5551,205,2026-02-27 19:30:00,MG Road,Whitefield,10.67,1.0,210.0,2026-02-27 20:02:00
5552,489,2026-02-27 19:45:00,MG Road,Whitefield,16.52,1.0,298.0,2026-02-27 20:34:00
5553,478,2026-02-27 20:00:00,Koramangala,Jayanagar,19.92,1.2,419.0,2026-02-27 20:59:00
5554,293,2026-02-27 20:15:00,Whitefield,Whitefield,19.5,1.0,342.0,2026-02-27 21:13:00
5555,501,2026-02-27 20:30:00,Jayanagar,Indiranagar,10.63,1.0,209.0,2026-02-27 21:01:00
5556,378,2026-02-27 20:45:00,Whitefield,MG Road,15.06,1.0,276.0,2026-02-27 21:30:00
5557,454,2026-02-27 21:00:00,MG Road,Indiranagar,12.34,1.0,235.0,2026-02-27 21:37:00
5558,337,2026-02-27 21:15:00,Whitefield,MG Road,22.03,1.0,380.0,2026-02-27 22:21:00
5559,525,2026-02-27 21:30:00,MG Road,MG Road,22.21,1.0,383.0,2026-02-27 22:36:00
5560,321,2026-02-27 21:45:00,Whitefield,Whitefield,9.91,1.5,298.0,2026-02-27 22:14:00
5561,168,2026-02-27 22:00:00,Jayanagar,Whitefield,4.11,1.0,112.0,2026-02-27 22:12:00
5562,297,2026-02-27 22:15:00,Koramangala,Jayanagar,5.85,1.0,138.0,2026-02-27 22:32:00
5563,356,2026-02-27 22:30:00,Jayanagar,Koramangala,10.44,1.0,207.0,2026-02-27 23:01:00
5564,239,2026-02-27 22:45:00,MG Road,Indiranagar,14.98,2.0,549.0,2026-02-27 23:29:00
5565,412,2026-02-27 23:00:00,Indiranagar,Jayanagar,17.11,1.0,307.0,2026-02-27 23:51:00
5566,535,2026-02-27 23:15:00,Jayanagar,Jayanagar,9.62,1.5,291.0,2026-02-27 23:43:00
5567,249,2026-02-27 23:30:00,Whitefield,Indiranagar,17.35,1.5,465.0,2026-02-28 00:22:00
5568,199,2026-02-27 23:45:00,Koramangala,Indiranagar,23.57,1.0,404.0,2026-02-28 00:55:00
5569,176,2026-02-28 00:00:00,Whitefield,MG Road,17.0,1.0,305.0,2026-02-28 00:51:00
5570,382,2026-02-28 00:15:00,Whitefield,Koramangala,5.65,1.2,162.0,2026-02-28 00:31:00
5571,471,2026-02-28 00:30:00,Jayanagar,Whitefield,15.33,1.2,336.0,2026-02-28 01:15:00
5572,503,2026-02-28 00:45:00,Koramangala,Koramangala,14.46,1.2,320.0,2026-02-28 01:28:00
5573,209,2026-02-28 01:00:00,Indiranagar,Koramangala,22.03,1.5,571.0,2026-02-28 02:06:00
5574,288,2026-02-28 01:15:00,Whitefield,Whitefield,10.06,1.0,201.0,2026-02-28 01:45:00
5575,299,2026-02-28 01:30:00,Koramangala,Koramangala,11.73,1.2,271.0,2026-02-28 02:05:00
5576,403,2026-02-28 01:45:00,Indiranagar,Jayanagar,15.77,1.0,287.0,2026-02-28 02:32:00
5577,427,2026-02-28 02:00:00,Whitefield,Jayanagar,14.06,1.0,261.0,2026-02-28 02:42:00
5578,254,2026-02-28 02:15:00,Koramangala,Whitefield,18.54,1.2,394.0,2026-02-28 03:10:00
5579,140,2026-02-28 02:30:00,Jayanagar,Whitefield,2.93,1.0,94.0,2026-02-28 02:38:00
5580,233,2026-02-28 02:45:00,Whitefield,Indiranagar,14.96,1.0,274.0,2026-02-28 03:29:00
5581,505,2026-02-28 03:00:00,Whitefield,Indiranagar,4.8,1.0,122.0,2026-02-28 03:14:00
5582,562,2026-02-28 03:15:00,Koramangala,Koramangala,9.25,1.0,189.0,2026-02-28 03:42:00
5583,232,2026-02-28 03:30:00,Whitefield,Koramangala,17.22,1.5,462.0,2026-02-28 04:21:00
5584,379,2026-02-28 03:45:00,Indiranagar,Whitefield,5.62,1.0,134.0,2026-02-28 04:01:00
5585,462,2026-02-28 04:00:00,Whitefield,Koramangala,9.1,1.2,224.0,2026-02-28 04:27:00
5586,184,2026-02-28 04:15:00,MG Road,MG Road,18.17,1.0,323.0,2026-02-28 05:09:00
5587,499,2026-02-28 04:30:00,Indiranagar,Jayanagar,16.97,1.0,305.0,2026-02-28 05:20:00
5588,342,2026-02-28 04:45:00,Koramangala,Koramangala,4.09,1.0,111.0,2026-02-28 04:57:00
5589,216,2026-02-28 05:00:00,Indiranagar,Koramangala,15.28,1.0,279.0,2026-02-28 05:45:00
5590,209,2026-02-28 05:15:00,MG Road,Indiranagar,5.39,1.0,131.0,2026-02-28 05:31:00
5591,321,2026-02-28 05:30:00,MG Road,MG Road,7.8,1.5,250.0,2026-02-28 05:53:00
5592,492,2026-02-28 05:45:00,Whitefield,Koramangala,12.56,1.0,238.0,2026-02-28 06:22:00
5593,141,2026-02-28 06:00:00,Whitefield,Jayanagar,4.51,1.0,118.0,2026-02-28 06:13:00
5594,468,2026-02-28 06:15:00,Jayanagar,Koramangala,24.85,1.0,423.0,2026-02-28 07:29:00
5595,247,2026-02-28 06:30:00,Indiranagar,Whitefield,5.8,1.0,137.0,2026-02-28 06:47:00
5596,212,2026-02-28 06:45:00,Jayanagar,MG Road,19.97,1.0,350.0,2026-02-28 07:44:00
5597,203,2026-02-28 07:00:00,MG Road,Koramangala,21.09,1.2,440.0,2026-02-28 08:03:00
5598,146,2026-02-28 07:15:00,Whitefield,MG Road,24.87,1.0,423.0,2026-02-28 08:29:00
5599,512,2026-02-28 07:30:00,Whitefield,Koramangala,11.86,1.0,228.0,2026-02-28 08:05:00
5600,594,2026-02-28 07:45:00,Whitefield,Jayanagar,22.1,1.0,382.0,2026-02-28 08:51:00
5601,575,2026-02-28 08:00:00,Koramangala,Jayanagar,24.02,1.0,410.0,2026-02-28 09:12:00
5602,424,2026-02-28 08:15:00,MG Road,MG Road,5.98,1.0,140.0,2026-02-28 08:32:00
5603,478,2026-02-28 08:30:00,Whitefield,Indiranagar,13.03,1.2,295.0,2026-02-28 09:09:00
5604,371,2026-02-28 08:45:00,MG Road,Indiranagar,3.38,1.2,121.0,2026-02-28 08:55:00
5605,583,2026-02-28 09:00:00,Whitefield,Whitefield,16.28,1.0,294.0,2026-02-28 09:48:00
5606,521,2026-02-28 09:15:00,Indiranagar,Indiranagar,15.37,1.2,337.0,2026-02-28 10:01:00
5607,485,2026-02-28 09:30:00,MG Road,MG Road,6.69,1.0,150.0,2026-02-28 09:50:00
5608,295,2026-02-28 09:45:00,Jayanagar,Indiranagar,20.35,1.2,426.0,2026-02-28 10:46:00
5609,467,2026-02-28 10:00:00,Koramangala,Whitefield,2.86,1.5,139.0,2026-02-28 10:08:00
5610,380,2026-02-28 10:15:00,Jayanagar,Koramangala,20.54,1.0,358.0,2026-02-28 11:16:00
5611,383,2026-02-28 10:30:00,MG Road,Indiranagar,2.61,1.0,89.0,2026-02-28 10:37:00
5612,140,2026-02-28 10:45:00,Whitefield,MG Road,17.11,1.0,307.0,2026-02-28 11:36:00
5613,547,2026-02-28 11:00:00,MG Road,MG Road,3.81,1.0,107.0,2026-02-28 11:11:00
5614,289,2026-02-28 11:15:00,Koramangala,Whitefield,7.78,1.0,167.0,2026-02-28 11:38:00
5615,264,2026-02-28 11:30:00,MG Road,Whitefield,18.6,1.2,395.0,2026-02-28 12:25:00
5616,582,2026-02-28 11:45:00,Whitefield,Jayanagar,8.45,1.0,177.0,2026-02-28 12:10:00
5617,577,2026-02-28 12:00:00,Jayanagar,Jayanagar,13.76,1.0,256.0,2026-02-28 12:41:00
5618,124,2026-02-28 12:15:00,Indiranagar,Jayanagar,23.05,1.2,475.0,2026-02-28 13:24:00
5619,124,2026-02-28 12:30:00,Jayanagar,Koramangala,3.14,1.2,117.0,2026-02-28 12:39:00
5620,590,2026-02-28 12:45:00,Whitefield,MG Road,20.65,1.0,360.0,2026-02-28 13:46:00
5621,104,2026-02-28 13:00:00,Whitefield,Jayanagar,3.5,1.2,123.0,2026-02-28 13:10:00
5622,423,2026-02-28 13:15:00,Koramangala,MG Road,4.92,1.5,186.0,2026-02-28 13:29:00
5623,390,2026-02-28 13:30:00,MG Road,Whitefield,4.74,1.0,121.0,2026-02-28 13:44:00
5624,541,2026-02-28 13:45:00,MG Road,Koramangala,24.86,1.0,423.0,2026-02-28 14:59:00
5625,533,2026-02-28 14:00:00,Jayanagar,Whitefield,6.14,1.2,171.0,2026-02-28 14:18:00
5626,571,2026-02-28 14:15:00,Indiranagar,MG Road,22.63,1.2,467.0,2026-02-28 15:22:00
5627,281,2026-02-28 14:30:00,Indiranagar,Jayanagar,24.79,1.0,422.0,2026-02-28 15:44:00
5628,348,2026-02-28 14:45:00,Koramangala,Whitefield,10.83,1.0,212.0,2026-02-28 15:17:00
5629,216,2026-02-28 15:00:00,Whitefield,Indiranagar,16.51,1.2,357.0,2026-02-28 15:49:00
5630,379,2026-02-28 15:15:00,Koramangala,Koramangala,19.92,2.0,698.0,2026-02-28 16:14:00
5631,465,2026-02-28 15:30:00,MG Road,MG Road,11.03,1.2,259.0,2026-02-28 16:03:00
5632,169,2026-02-28 15:45:00,Whitefield,Jayanagar,5.72,2.0,272.0,2026-02-28 16:02:00
5633,451,2026-02-28 16:00:00,Koramangala,Whitefield,11.98,1.2,276.0,2026-02-28 16:35:00
5634,354,2026-02-28 16:15:00,Jayanagar,Koramangala,19.75,1.5,519.0,2026-02-28 17:14:00
5635,281,2026-02-28 16:30:00,MG Road,Jayanagar,19.96,1.2,419.0,2026-02-28 17:29:00
5636,418,2026-02-28 16:45:00,Indiranagar,Whitefield,7.3,1.5,239.0,2026-02-28 17:06:00
5637,269,2026-02-28 17:00:00,Koramangala,MG Road,6.02,1.0,140.0,2026-02-28 17:18:00
5638,413,2026-02-28 17:15:00,MG Road,Indiranagar,23.17,1.5,596.0,2026-02-28 18:24:00
5639,349,2026-02-28 17:30:00,MG Road,Indiranagar,3.01,1.0,95.0,2026-02-28 17:39:00
5640,288,2026-02-28 17:45:00,Indiranagar,MG Road,18.9,1.0,334.0,2026-02-28 18:41:00
5641,154,2026-02-28 18:00:00,Indiranagar,Koramangala,3.07,1.0,96.0,2026-02-28 18:09:00
5642,426,2026-02-28 18:15:00,Indiranagar,MG Road,21.27,1.0,369.0,2026-02-28 19:18:00
5643,457,2026-02-28 18:30:00,Koramangala,Whitefield,22.82,1.0,392.0,2026-02-28 19:38:00
5644,413,2026-02-28 18:45:00,Indiranagar,Koramangala,8.84,2.0,365.0,2026-02-28 19:11:00
5645,238,2026-02-28 19:00:00,Jayanagar,Indiranagar,3.7,1.2,127.0,2026-02-28 19:11:00
5646,268,2026-02-28 19:15:00,MG Road,Whitefield,13.06,1.5,369.0,2026-02-28 19:54:00
5647,491,2026-02-28 19:30:00,Indiranagar,Jayanagar,8.86,2.0,366.0,2026-02-28 19:56:00
5648,203,2026-02-28 19:45:00,MG Road,Jayanagar,11.59,1.0,224.0,2026-02-28 20:19:00
5649,522,2026-02-28 20:00:00,Whitefield,Jayanagar,17.29,1.0,309.0,2026-02-28 20:51:00
5650,185,2026-02-28 20:15:00,Whitefield,Indiranagar,6.83,1.0,152.0,2026-02-28 20:35:00
5651,417,2026-02-28 20:30:00,Indiranagar,MG Road,10.21,1.0,203.0,2026-02-28 21:00:00
5652,312,2026-02-28 20:45:00,MG Road,Koramangala,20.0,1.2,420.0,2026-02-28 21:45:00
5653,103,2026-02-28 21:00:00,Whitefield,Indiranagar,16.81,1.0,302.0,2026-02-28 21:50:00
5654,484,2026-02-28 21:15:00,Indiranagar,Whitefield,9.5,1.0,192.0,2026-02-28 21:43:00
5655,279,2026-02-28 21:30:00,MG Road,Whitefield,17.28,1.0,309.0,2026-02-28 22:21:00
5656,442,2026-02-28 21:45:00,Indiranagar,Jayanagar,19.6,1.0,344.0,2026-02-28 22:43:00
5657,403,2026-02-28 22:00:00,MG Road,Koramangala,15.63,1.0,284.0,2026-02-28 22:46:00
5658,552,2026-02-28 22:15:00,Whitefield,Jayanagar,7.51,1.5,244.0,2026-02-28 22:37:00
5659,576,2026-02-28 22:30:00,Indiranagar,Whitefield,2.01,1.0,80.0,2026-02-28 22:36:00
5660,432,2026-02-28 22:45:00,Whitefield,Whitefield,20.47,1.0,357.0,2026-02-28 23:46:00
5661,138,2026-02-28 23:00:00,Indiranagar,MG Road,20.92,1.0,364.0,2026-03-01 00:02:00
5662,599,2026-02-28 23:15:00,Koramangala,MG Road,18.04,1.2,385.0,2026-03-01 00:09:00
5663,520,2026-02-28 23:30:00,Whitefield,MG Road,3.76,1.0,106.0,2026-02-28 23:41:00
5664,339,2026-02-28 23:45:00,Whitefield,Jayanagar,15.46,1.0,282.0,2026-03-01 00:31:00
5665,269,2026-03-01 00:00:00,Jayanagar,Koramangala,20.88,1.0,363.0,2026-03-01 01:02:00
5666,553,2026-03-01 00:15:00,Whitefield,MG Road,10.96,1.5,322.0,2026-03-01 00:47:00
5667,497,2026-03-01 00:30:00,MG Road,Indiranagar,6.55,1.5,222.0,2026-03-01 00:49:00
5668,443,2026-03-01 00:45:00,Indiranagar,MG Road,15.52,1.0,283.0,2026-03-01 01:31:00
5669,414,2026-03-01 01:00:00,Koramangala,Jayanagar,21.01,1.2,438.0,2026-03-01 02:03:00
5670,406,2026-03-01 01:15:00,MG Road,Koramangala,3.12,1.0,97.0,2026-03-01 01:24:00
5671,130,2026-03-01 01:30:00,MG Road,MG Road,15.73,1.0,286.0,2026-03-01 02:17:00
5672,290,2026-03-01 01:45:00,MG Road,Koramangala,16.79,1.0,302.0,2026-03-01 02:35:00
5673,457,2026-03-01 02:00:00,MG Road,Indiranagar,15.85,1.0,288.0,2026-03-01 02:47:00
5674,125,2026-03-01 02:15:00,Koramangala,Whitefield,16.95,1.2,365.0,2026-03-01 03:05:00
5675,212,2026-03-01 02:30:00,Jayanagar,Koramangala,16.52,1.5,447.0,2026-03-01 03:19:00
5676,511,2026-03-01 02:45:00,Whitefield,MG Road,5.0,1.0,125.0,2026-03-01 03:00:00
5677,535,2026-03-01 03:00:00,MG Road,Jayanagar,7.4,1.0,161.0,2026-03-01 03:22:00
5678,306,2026-03-01 03:15:00,Whitefield,Jayanagar,16.24,1.0,294.0,2026-03-01 04:03:00
5679,285,2026-03-01 03:30:00,Whitefield,Jayanagar,2.41,1.0,86.0,2026-03-01 03:37:00
5680,482,2026-03-01 03:45:00,MG Road,Jayanagar,16.6,1.5,448.0,2026-03-01 04:34:00
5681,596,2026-03-01 04:00:00,Jayanagar,Koramangala,17.3,1.5,464.0,2026-03-01 04:51:00
5682,479,2026-03-01 04:15:00,Whitefield,Jayanagar,7.5,1.2,195.0,2026-03-01 04:37:00
5683,147,2026-03-01 04:30:00,Indiranagar,Whitefield,15.76,1.0,286.0,2026-03-01 05:17:00
5684,474,2026-03-01 04:45:00,Whitefield,Indiranagar,14.28,1.2,317.0,2026-03-01 05:27:00
5685,328,2026-03-01 05:00:00,MG Road,Koramangala,8.0,1.0,170.0,2026-03-01 05:24:00
5686,139,2026-03-01 05:15:00,Koramangala,Koramangala,12.65,2.0,480.0,2026-03-01 05:52:00
5687,116,2026-03-01 05:30:00,Whitefield,Jayanagar,22.92,1.0,394.0,2026-03-01 06:38:00
5688,122,2026-03-01 05:45:00,Jayanagar,Jayanagar,11.81,1.0,227.0,2026-03-01 06:20:00
5689,313,2026-03-01 06:00:00,Indiranagar,Koramangala,16.49,1.0,297.0,2026-03-01 06:49:00
5690,410,2026-03-01 06:15:00,Indiranagar,Jayanagar,2.81,1.0,92.0,2026-03-01 06:23:00
5691,249,2026-03-01 06:30:00,Koramangala,Jayanagar,3.79,1.2,128.0,2026-03-01 06:41:00
5692,556,2026-03-01 06:45:00,Koramangala,Jayanagar,3.87,1.2,130.0,2026-03-01 06:56:00
5693,341,2026-03-01 07:00:00,Whitefield,Jayanagar,19.9,1.2,418.0,2026-03-01 07:59:00
5694,372,2026-03-01 07:15:00,MG Road,Jayanagar,10.06,1.0,201.0,2026-03-01 07:45:00
5695,159,2026-03-01 07:30:00,Jayanagar,MG Road,7.24,1.0,159.0,2026-03-01 07:51:00
5696,387,2026-03-01 07:45:00,Indiranagar,MG Road,19.19,1.5,507.0,2026-03-01 08:42:00
5697,526,2026-03-01 08:00:00,Koramangala,MG Road,5.91,1.5,208.0,2026-03-01 08:17:00
5698,302,2026-03-01 08:15:00,Jayanagar,Koramangala,7.67,1.0,165.0,2026-03-01 08:38:00
5699,132,2026-03-01 08:30:00,MG Road,Indiranagar,11.91,1.5,343.0,2026-03-01 09:05:00
5700,543,2026-03-01 08:45:00,Indiranagar,Koramangala,9.62,2.0,389.0,2026-03-01 09:13:00
5701,262,2026-03-01 09:00:00,Indiranagar,MG Road,15.46,1.2,338.0,2026-03-01 09:46:00
5702,355,2026-03-01 09:15:00,MG Road,Koramangala,9.77,1.0,197.0,2026-03-01 09:44:00
5703,354,2026-03-01 09:30:00,Indiranagar,Indiranagar,11.04,1.2,259.0,2026-03-01 10:03:00
5704,109,2026-03-01 09:45:00,MG Road,Jayanagar,21.85,1.0,378.0,2026-03-01 10:50:00
5705,565,2026-03-01 10:00:00,Indiranagar,Whitefield,22.34,1.2,462.0,2026-03-01 11:07:00
5706,239,2026-03-01 10:15:00,Whitefield,MG Road,21.04,1.0,366.0,2026-03-01 11:18:00
